;price;nroom;sqmeter;lat;long;condom;floor;tpprop;status;heating;ac;photosnum;enclass;contr;furnished;kitchen
147;1600;3;72;454.573;920.734;100;2;Classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente, solo freddo;20;G;Affitto, 4+4;Parzialmente arredato;cucina angolo cottura
148;1250;1;45;454.604;91.564;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;19;G;Affitto, transitorio;Arredato;cucina angolo cottura
149;2680;3;93;454.666;92.024;340;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;13;A1;Affitto, 4+4;Parzialmente arredato;Cucina a vista
150;3200;4;145;454.904;91.985;300;3;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;20;A;Affitto, 4+4;Arredato;Cucina a vista
151;5000;3;150;454.691;9.197;500;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Arredato;Cucina abitabile
152;1200;2;95;454.416;92.166;200;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;20;G;Affitto, 4+4;Arredato;Cucina a vista
153;1700;3;70;454.766;91.842;200;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;16;F;Affitto, 4+4;Arredato;Cucina abitabile
154;2000;3;120;454.657;917.083;375;7;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;19;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
155;2666;4;120;454.788;920.646;200;7;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;10;E;Affitto, 4+4;Arredato;Cucina abitabile
156;2200;4;140;454.678;91.566;367;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;13;F;Affitto;Not given;Cucina abitabile
157;3100;3;120;454.716;91.905;458;3;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;12;F;Affitto, 4+4;Arredato;cucina semi abitabile
158;1750;2;70;45.468;917.502;350;1;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;D;Affitto, 4+4;Parzialmente arredato;cucina angolo cottura
159;3750;4;185;454.794;919.444;280;5;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
160;2083;3;150;454.662;916.703;375;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;11;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
161;2000;2;65;454.623;919.436;200;3;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;17;E;Affitto;Arredato;none
162;2333;3;135;454.795;920.037;375;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;G;Affitto;Parzialmente arredato;Cucina abitabile
163;3750;4;185;454.797;91.933;550;5;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;17;G;Affitto, 4+4;Not given;Cucina abitabile
164;1850;3;90;454.662;920.884;275;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;10;NA;Affitto, 4+4;Arredato;cucina angolo cottura
165;1800;2;80;45.476;918.405;300;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;G;Affitto, 4+4;Arredato;Cucina abitabile
166;2100;4;120;454.691;91.584;0;5;Intera proprieta, classe immobile signorile;NA;Centralizzato;Autonomo, solo freddo;18;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
167;1850;2;60;45.46;91.841;150;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;E;Affitto;Arredato;Cucina a vista
168;1900;2;75;454.571;919.911;200;2;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Centralizzato;Autonomo, solo freddo;10;G;Affitto;Not given;Cucina a vista
169;800;2;45;454.779;916.789;200;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;20;G;Affitto, transitorio;Arredato;Cucina a vista
170;1320;2;65;454.769;914.795;180;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;10;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
171;1500;2;50;454.706;92.009;150;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;8;G;Affitto, 4+4;Parzialmente arredato;Cucina a vista
172;1000;2;45;45.493;92.085;200;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Centralizzato, solo freddo;10;C;Affitto, 4+4;Arredato;Cucina a vista
173;2200;3;90;454.531;92.103;280;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
174;4400;3;170;454.705;92.035;450;1;Intera proprieta, immobile di lusso;Buono / Abitabile;Centralizzato;Assente;20;G;Affitto, 4+4;Parzialmente arredato;cucina angolo cottura
175;1700;3;80;454.687;91.712;250;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;9;F;Affitto, 4+4;Not given;cucina angolo cottura
176;2200;3;80;454.795;91.838;140;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;10;G;Affitto, 4+4;Arredato;Cucina a vista
177;1335;2;50;454.685;91.825;146;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Parzialmente arredato;cucinotto
178;6250;5;230;454.763;92.116;330;6;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;B;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
179;1500;2;75;454.729;920.434;250;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;16;E;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
180;3750;4;185;454.794;91.944;518;5;NA;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;20;F;Affitto;Not given;Cucina abitabile
181;1600;2;80;454.796;92.107;300;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;18;F;Affitto, 4+4;Arredato;cucina semi abitabile
182;1550;2;45;454.667;91.843;100;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina a vista
183;2900;3;130;454.744;92.152;400;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;20;G;Affitto, 4+4;Not given;Cucina abitabile
184;2350;5;210;454.761;91.619;650;8;Intera proprieta;NA;Centralizzato;Centralizzato, freddo/caldo;18;G;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
185;4500;5;200;454.643;916.354;400;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;19;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
186;1900;3;95;454.589;91.824;300;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;20;F;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
187;2800;5;140;454.663;91.617;340;8;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;B;Affitto, 4+4;Not given;Cucina abitabile
188;2450;4;120;454.663;91.617;270;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Predisposizione impianto;18;C;Affitto, 4+4;Not given;Cucina abitabile
189;1150;3;85;45.481;917.143;100;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;20;G;Affitto, transitorio;Arredato;Cucina abitabile
190;2200;4;140;454.749;91.502;450;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;12;G;Affitto, 4+4;Parzialmente arredato;cucina semi abitabile
191;1400;2;55;454.535;917.697;200;7;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;18;G;Affitto, transitorio;Arredato;Cucina a vista
192;1500;2;75;454.811;91.858;250;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;12;NA;Affitto, 4+4;Arredato;Cucina abitabile
193;1500;2;60;454.806;92.114;0;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;15;C;Affitto, libero;Arredato;Cucina abitabile
194;3150;4;180;454.689;918.689;300;2;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;Non classificabile;Affitto;Parzialmente arredato;Cucina abitabile
195;2250;2;100;454.646;91.826;250;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;18;G;Affitto, 4+4;Not given;cucinotto
196;2416;2;95;454.687;91.636;290;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;C;Affitto, 4+4;Arredato;Cucina a vista
197;1550;2;50;454.621;92.034;130;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;16;F;Affitto, 4+4;Arredato;Cucina a vista
198;3200;4;150;454.908;91.988;300;3;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;10;A;Affitto;Arredato;cucina angolo cottura
199;1700;2;75;454.598;91.743;75;3;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;9;G;Affitto;Arredato;cucinotto
200;1900;3;100;454.721;91.588;250;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;19;D;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
201;3300;4;140;454.606;91.854;415;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;6;B;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
202;1000;2;50;454.765;91.492;0;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;13;G;Affitto, 4+4;Not given;Cucina a vista
203;730;1;25;454.498;92.052;20;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;NA;11;G;Affitto, 4+4;Parzialmente arredato;cucina angolo cottura
204;4584;5;200;454.754;919.703;500;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;NA;Affitto;Parzialmente arredato;Cucina abitabile
205;2500;3;110;454.691;91.628;333;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;5;F;Affitto, 4+4;Parzialmente arredato;Cucina a vista
206;880;2;51;45.486;91.597;90;3;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;19;G;Affitto;Arredato;cucina angolo cottura
207;1350;3;80;45.485;9.208;150;5;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;12;D;Affitto, 4+4;Arredato;Cucina abitabile
208;1300;2;50;454.658;917.059;200;2;NA;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;E;Affitto;Arredato;Cucina abitabile
209;1350;2;65;454.876;916.533;210;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Assente;20;D;Affitto;Parzialmente arredato;cucina semi abitabile
210;6250;4;280;454.698;916.398;1000;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
211;750;1;30;45.487;915.682;0;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;15;F;Affitto, 4+4;Arredato;Cucina a vista
212;5000;3;100;454.712;91.895;330;0;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;17;NA;Affitto, 4+4;Arredato;Cucina a vista
213;1400;3;85;454.801;91.693;120;5;Intera proprieta, classe immobile media;Buono / Abitabile;Autonomo;Autonomo, freddo/caldo;19;G;Affitto, 4+4;Parzialmente arredato;Cucina a vista
214;980;2;50;454.892;922.985;0;6;Classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;5;F;Affitto, 4+4;Parzialmente arredato;cucina angolo cottura
215;1100;2;50;454.677;914.934;160;NA;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Assente;10;G;Affitto, 4+4;Arredato;Cucina abitabile
216;2666;4;120;454.788;92.065;200;7;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, solo freddo;20;D;Affitto, 4+4;Arredato;Cucina abitabile
217;2900;2;65;454.716;91.946;200;4;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;6;D;Affitto, transitorio;Arredato;Cucina a vista
218;2700;3;75;454.606;91.854;200;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto;Arredato;Cucina a vista
219;2300;2;63;454.978;91.848;0;NA;Intera proprieta, immobile di lusso;Nuovo / In costruzione;Autonomo;Autonomo, freddo/caldo;19;A;Affitto, 4+4;Arredato;Cucina a vista
220;2100;2;55;454.775;918.563;200;NA;Classe immobile signorile;NA;Centralizzato;Autonomo, solo freddo;16;D;Affitto;Arredato;cucina semi abitabile
221;2250;2;80;45.471;91.876;250;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;Assente, solo freddo;14;NA;Affitto;Arredato;none
222;5835;4;200;454.712;92.043;500;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo;11;G;Affitto;Parzialmente arredato;cucina semi abitabile
223;1175;2;70;454.462;9.196;0;3;Intera proprieta;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;8;E;Affitto, 4+4;Arredato;cucina angolo cottura
224;1300;2;90;454.605;91.625;200;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo;9;E;Affitto;Arredato;Cucina abitabile
225;1700;2;80;454.666;91.986;417;3;Classe immobile signorile;Buono / Abitabile;Centralizzato;Centralizzato, solo freddo;9;G;Affitto, 4+4;Arredato;Cucina abitabile
226;1500;3;100;454.866;92.133;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;NA;Affitto, transitorio;Parzialmente arredato;Cucina abitabile
227;3000;3;100;454.612;91.849;300;6;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;20;F;Affitto, 4+4;Arredato;Cucina abitabile
228;1620;3;120;45.467;914.587;583;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Arredato;Cucina abitabile
229;700;1;25;455.032;91.944;0;4;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;14;E;Affitto, transitorio;Arredato;cucina angolo cottura
230;3200;4;145;454.903;91.986;300;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;20;A+;Affitto, 4+4;Arredato;Cucina a vista
231;3000;4;200;454.781;92.239;417;4;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo;20;E;Affitto;Arredato;Cucina abitabile
232;2300;3;180;454.707;92.162;300;1;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;18;C;Affitto, 4+4;Arredato;Cucina abitabile
233;5000;3;150;454.687;91.964;500;3;Intera proprieta, immobile di lusso;Ottimo/Ristrutturato;Centralizzato;Centralizzato, freddo/caldo;8;G;Affitto, 4+4;Arredato;Cucina a vista
234;2600;2;45;454.751;91.924;200;1;Intera proprieta, classe immobile signorile;Nuovo / In costruzione;Autonomo;Autonomo, solo freddo;20;G;Affitto;Arredato;none
235;2500;2;69;454.716;91.946;200;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;10;D;Affitto;Arredato;Cucina a vista
236;5420;5;320;454.657;91.708;1160;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;9;G;Affitto, 4+4;Not given;Cucina abitabile
238;1400;2;55;454.814;92.027;300;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;B;Affitto;Arredato;Cucina a vista
239;1150;3;85;454.779;916.789;100;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Assente;20;G;Affitto, transitorio;Arredato;Cucina abitabile
240;870;2;40;454.938;920.243;50;1;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Autonomo;NA;20;G;Affitto;Arredato;none
241;2000;3;85;45.473;9.188;400;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;NA;11;G;Affitto, 4+4;Not given;cucinotto
242;1315;2;83;454.576;91.749;235;2;Classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;NA;10;F;Affitto;Arredato;cucina angolo cottura
243;2670;5;130;454.788;92.065;180;7;Classe immobile signorile;Ottimo/Ristrutturato;Autonomo;NA;19;D;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
244;4000;3;150;454.717;918.608;500;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;6;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
245;2300;4;160;454.564;91.574;400;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Predisposizione impianto;20;G;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
246;1100;2;56;454.727;92.324;150;6;Intera proprieta, classe immobile media;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;20;G;Affitto, 4+4;Parzialmente arredato;Cucina a vista
247;3750;4;200;454.736;91.481;0;0;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;11;F;Affitto;Parzialmente arredato;Cucina abitabile
248;3833;3;120;454.647;91.741;250;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;18;F;Affitto, 4+4;Arredato;cucina angolo cottura
249;950;2;65;454.914;920.683;130;6;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;18;G;Affitto;Parzialmente arredato;Cucina abitabile
250;1800;3;85;454.708;92.143;200;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;15;F;Affitto, 4+4;Not given;Cucina a vista
251;980;2;50;454.698;91.492;250;3;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Assente;17;C;Affitto, 4+4;Arredato;Cucina a vista
252;1650;2;50;454.567;91.838;150;2;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo;11;G;Affitto, transitorio;Arredato;cucina angolo cottura
253;1500;2;70;454.627;92.073;0;5;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, freddo/caldo;7;NA;Affitto;Arredato;Cucina a vista
254;2400;3;133;454.644;92.185;400;1;Intera proprieta, classe immobile signorile;Buono / Abitabile;Autonomo;Centralizzato;4;G;Affitto;Parzialmente arredato;Cucina abitabile
255;1600;2;70;454.537;91.781;300;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo;6;G;Affitto, 4+4;Arredato;Cucina a vista
256;2500;4;142;454.856;91.708;500;3;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Autonomo;Autonomo, freddo/caldo;16;NA;Affitto, 4+4;Parzialmente arredato;Cucina abitabile
257;1500;3;130;454.575;9.156;450;NA;Intera proprieta, classe immobile media;Buono / Abitabile;Centralizzato;Autonomo, solo freddo;10;NA;Affitto, 4+4;Arredato;Cucina abitabile
258;850;2;60;454.843;91.636;200;2;Intera proprieta, classe immobile signorile;Buono / Abitabile;Centralizzato;Autonomo;2;G;Affitto, 4+4;Not given;cucina angolo cottura
259;1100;2;55;454.507;92.052;160;1;Intera proprieta, classe immobile signorile;Ottimo/Ristrutturato;Centralizzato;Autonomo, solo freddo;17;G;Affitto, 4+4;Arredato;Cucina a vista
